id,src_len,source,reference,hypothesis,bleu
125,41,"Ich habe das Privileg , diesen 20ern wie Emma jeden Tag mitzuteilen : Die 30er sind nicht die neuen 20er , macht euch also auf , erlangt ein Identitätskapital , nutzt eure schwachen Bande sucht euch eure Familie selbst aus .","It 's what I now have the privilege of saying to twentysomethings like Emma every single day : Thirty is not the new 20 , so claim your adulthood , get some identity capital , use your weak ties , pick your family .","i have the privilege that same like the same day : the who are n't the new new , , makes you , for a heart , , your your your mind , your mind your family .",7.44
126,15,"Definiert euch nicht darüber , was ihr nicht wisst , oder nicht gemacht habt .",Do n't be defined by what you did n't know or did n't do .,"do n't tell you what you do n't know , or did n't .",15.82
127,8,Ihr entscheidet gerade jetzt über euer Leben .,You 're deciding your life right now .,you 're talking about your life .,13.54
128,3,Vielen Dank .,Thank you .,thank you .,55.03
129,41,"In der gesamten Computergeschichte , war es immer unser Ziel , den Abstand zwischen uns und digitalen Informationen zu verkleinern , die Lücke zwischen unserer physikalischen Welt und der Welt auf dem Bildschirm , wo wir unsere Vorstellungskraft ausleben können .","Throughout the history of computers we 've been striving to shorten the gap between us and digital information , the gap between our physical world and the world in the screen where our imagination can go wild .","in all the , , our goal to tell us the distance between us and digital information , the gap between the world and our world and the world where we can change our imagination .",32.17
130,34,"Und dieser Abstand ist kleiner geworden , kleiner und immer kleiner , und nun ist er kleiner als ein Millimeter , die Dicke einer Touchscreenscheibe , und Computer sind für jeden erreichbar geworden .","And this gap has become shorter , shorter , and even shorter , and now this gap is shortened down to less than a millimeter , the thickness of a touch - screen glass , and the power of computing has become accessible to everyone .","and the distance is smaller , smaller smaller smaller smaller and now it 's smaller than a millimeter , a thick of and and computers .",6.51
131,17,"Aber ich habe mich gefragt , wie es wäre , wenn es überhaupt keine Grenze gäbe .","But I wondered , what if there could be no boundary at all ?","but i wondered , what if there were no oil .",27.96
132,10,"Ich habe mir vorgestellt , wie das aussehen würde .",I started to imagine what this would look like .,i i imagined what would look like .,28.47
133,31,"Zuerst habe ich dieses Werkzeug entwickelt , welches in die digitale Welt eindringt . Wenn man also stark auf den Bildschirm drückt , verwandelt es die physikalische Figur zu Pixeln .","First , I created this tool which penetrates into the digital space , so when you press it hard on the screen , it transfers its physical body into pixels .","first , i developed this tool which is in into the digital world , so if you put up to the screen , it becomes the physical character .",16.16
134,20,Designer können ihre Ideen so direkt in 3D materialisieren und Chirurgen können an virtuellen Organen unter dem Bildschirm üben .,"Designers can materialize their ideas directly in 3D , and surgeons can practice on virtual organs underneath the screen .",designers can your ideas ideas into the 3d and and surgeons in virtual organs under the screen .,11.5
135,9,Mit diesem Werkzeug wurde die Grenze also durchbrochen .,"So with this tool , this boundary has been broken .",so this tool was the . .,8.21
136,10,Aber unsere Hände bleiben immer noch außerhalb des Bildschirms .,But our two hands still remain outside the screen .,but our hands remain still outside .,6.7
137,19,"Wie können wir hineingreifen , mit den digitalen Informationen interagieren und dabei die ganze Geschicktheit unserer Hände ausnutzen ?",How can you reach inside and interact with the digital information using the full dexterity of our hands ?,how can we interact with the digital information and and the whole of our hands ?,34.17
138,30,"Bei Microsoft Applied Sciences habe ich , zusammen mit meinem Mentor Cati Boulanger , den Computer neuentwickelt und einen kleinen Raum über der Tastatur in einen digitalen Arbeitsplatz umfunktioniert .","At Microsoft Applied Sciences , along with my mentor Cati Boulanger , I redesigned the computer and turned a little space above the keyboard into a digital workspace .","at microsoft , , i worked , with with my mentor , , the computer and and a small room about the keyboard in a digital . .",11.03
139,39,"Dadurch , dass ein transparenter Bildschirm und Tiefenkameras zum Erfassen von Fingern und Gesicht kombiniert werden , kann man nun seine Hände von der Tastatur hochheben , in den 3D-Raum greifen und Pixel mit den bloßen Händen anfassen .","By combining a transparent display and depth cameras for sensing your fingers and face , now you can lift up your hands from the keyboard and reach inside this 3D space and grab pixels with your bare hands .","it 's a nice and and and to the the and and face , and you can put his hands on the keyboard , in the the , and with the the hands hands .",6.59
140,27,"Da Fenster und Dateien eine Position im tatsächlichen Raum haben , kann man sie so leicht auswählen , wie man ein Buch von einem Regal greift .","Because windows and files have a position in the real space , selecting them is as easy as grabbing a book off your shelf .","you have windows and have a position in the the room , you can easily easily as a book by a shelf .",20.64
141,24,Dann kann man durch dieses Buch blättern und dabei Zeilen und Wörter markieren . All dies auf dem virtuellen Touchpad unterhalb jedes Fensters .,"Then you can flip through this book while highlighting the lines , words on the virtual touch pad below each floating window .",then you can walk through this book and words and words words . all these things in the virtual walls .,9.62
142,13,Architekten können ihre Modelle direkt mit ihren beiden Händen strecken und rotieren .,Architects can stretch or rotate the models with their two hands directly .,architects can their models directly with their hands hands .,8.5
143,12,In diesen beiden Beispielen greifen wir also in die digitale Welt .,"So in these examples , we are reaching into the digital world .",so these two examples in our digital world .,13.53
144,19,"Aber wie wäre es , wenn wir das Ganze einmal umdrehen und die digitalen Informationen stattdessen uns erreichen ?",But how about reversing its role and having the digital information reach us instead ?,but how would we take the whole time and the digital information ? ?,11.7
145,18,"Sicher haben viele von Ihnen bereits Erfahrung damit gemacht , Artikel online zu kaufen und später zurückzugeben .",I 'm sure many of us have had the experience of buying and returning items online .,sure many of you already experience to online online online and later later .,10.55
146,11,Aber jetzt müssen Sie sich darüber keine Sorgen mehr machen .,But now you do n't have to worry about it .,but now you worry about worry about worry .,11.42
147,8,"Hier habe ich eine "" Online-Augmented-Ankleidekabine "" .",What I got here is an online augmented fitting room .,here i have an gay .,4.64
148,23,"Diese Sicht erhält man durch ein auf dem Kopf befestigtes oder durchsichtiges Display , wenn das System die Geometrie unseres Körpers versteht .",This is a view that you get from head - mounted or see - through display when the system understands the geometry of your body .,"you view , you your mind on your head or or if your system is the geometry of our body .",8.34
149,32,"Diese Idee weiterführend , begann ich darüber nachzudenken , die Pixel nicht nur im Raum zu sehen , sondern sie physikalisch zu machen , sodass wir sie anfassen und fühlen können .","Taking this idea further , I started to think , instead of just seeing these pixels in our space , how can we make it physical so that we can touch and feel it ?","this idea idea , i started thinking about the not not just in the space , but they them them , so we can feel it and feel .",5.18
150,7,Wie würde eine solche Zukunft aussehen ?,What would such a future look like ?,what would such a future future ?,37.68
151,23,"Im MIT Media Lab habe ich zusammen mit meinem Berater Hirishi Ishii und meinem Mitarbeiter Rehmi Post , ein reales Pixel erstellt .","At MIT Media Lab , along with my advisor Hiroshi Ishii and my collaborator Rehmi Post , we created this one physical pixel .","so with media media lab , i joined with my colleague my and and my my company , a a . .",5.13
