id,src_len,source,reference,hypothesis,bleu
135,9,Mit diesem Werkzeug wurde die Grenze also durchbrochen .,"So with this tool , this boundary has been broken .",so this was the .,3.83
136,10,Aber unsere Hände bleiben immer noch außerhalb des Bildschirms .,But our two hands still remain outside the screen .,"still , still .",4.24
137,19,"Wie können wir hineingreifen , mit den digitalen Informationen interagieren und dabei die ganze Geschicktheit unserer Hände ausnutzen ?",How can you reach inside and interact with the digital information using the full dexterity of our hands ?,"so , how do we get to the and and ?",2.38
138,30,"Bei Microsoft Applied Sciences habe ich , zusammen mit meinem Mentor Cati Boulanger , den Computer neuentwickelt und einen kleinen Raum über der Tastatur in einen digitalen Arbeitsplatz umfunktioniert .","At Microsoft Applied Sciences , along with my mentor Cati Boulanger , I redesigned the computer and turned a little space above the keyboard into a digital workspace .","so , in a , , i , with a , and , and .",1.68
139,39,"Dadurch , dass ein transparenter Bildschirm und Tiefenkameras zum Erfassen von Fingern und Gesicht kombiniert werden , kann man nun seine Hände von der Tastatur hochheben , in den 3D-Raum greifen und Pixel mit den bloßen Händen anfassen .","By combining a transparent display and depth cameras for sensing your fingers and face , now you can lift up your hands from the keyboard and reach inside this 3D space and grab pixels with your bare hands .","so , the the , the the , and the the , , the the and and the the , and",1.21
140,27,"Da Fenster und Dateien eine Position im tatsächlichen Raum haben , kann man sie so leicht auswählen , wie man ein Buch von einem Regal greift .","Because windows and files have a position in the real space , selecting them is as easy as grabbing a book off your shelf .","so you can see the , you can see , and you can see .",1.91
141,24,Dann kann man durch dieses Buch blättern und dabei Zeilen und Wörter markieren . All dies auf dem virtuellen Touchpad unterhalb jedes Fensters .,"Then you can flip through this book while highlighting the lines , words on the virtual touch pad below each floating window .",and you can see the and you can see this .,3.17
142,13,Architekten können ihre Modelle direkt mit ihren beiden Händen strecken und rotieren .,Architects can stretch or rotate the models with their two hands directly .,they can make their hands and .,3.94
143,12,In diesen beiden Beispielen greifen wir also in die digitale Welt .,"So in these examples , we are reaching into the digital world .",so we in the world .,6.36
144,19,"Aber wie wäre es , wenn wir das Ganze einmal umdrehen und die digitalen Informationen stattdessen uns erreichen ?",But how about reversing its role and having the digital information reach us instead ?,so what we we do is we we ?,2.45
145,18,"Sicher haben viele von Ihnen bereits Erfahrung damit gemacht , Artikel online zu kaufen und später zurückzugeben .",I 'm sure many of us have had the experience of buying and returning items online .,i ' ve been to to you and to .,2.48
146,11,Aber jetzt müssen Sie sich darüber keine Sorgen mehr machen .,But now you do n't have to worry about it .,"now , worry about it .",23.35
147,8,"Hier habe ich eine "" Online-Augmented-Ankleidekabine "" .",What I got here is an online augmented fitting room .,i have a . .,3.22
148,23,"Diese Sicht erhält man durch ein auf dem Kopf befestigtes oder durchsichtiges Display , wenn das System die Geometrie unseres Körpers versteht .",This is a view that you get from head - mounted or see - through display when the system understands the geometry of your body .,the 's a the of the that 's the the,1.27
149,32,"Diese Idee weiterführend , begann ich darüber nachzudenken , die Pixel nicht nur im Raum zu sehen , sondern sie physikalisch zu machen , sodass wir sie anfassen und fühlen können .","Taking this idea further , I started to think , instead of just seeing these pixels in our space , how can we make it physical so that we can touch and feel it ?","so , i think , , and to , , and that , , and that ,",2.24
150,7,Wie würde eine solche Zukunft aussehen ?,What would such a future look like ?,what would we like ?,12.98
151,23,"Im MIT Media Lab habe ich zusammen mit meinem Berater Hirishi Ishii und meinem Mitarbeiter Rehmi Post , ein reales Pixel erstellt .","At MIT Media Lab , along with my advisor Hiroshi Ishii and my collaborator Rehmi Post , we created this one physical pixel .","i was a with a , i was a with a .",1.64
152,40,"Nun , in diesem Fall verhält sich dieser runde Magnet wie ein dreidimensionales Pixel in unserer Welt . Das bedeutet , dass sowohl Computer , als auch Menschen dieses Objekt überall hin bewegen können – zumindest innerhalb dieses kleinen 3D-Raumes","Well , in this case , this spherical magnet acts like a 3D pixel in our space , which means that both computers and people can move this object to anywhere within this little 3D space .","so , in this , , , , , , , , , , , , , , ,",3.32
153,23,"Effektiv haben wir die Schwerkraft ausgeschaltet und kontrollieren die Bewegung , indem wir magnetische Levitation , mechanischen Antrieb und diese Erfassungstechnologien kombinieren .",What we did was essentially canceling gravity and controlling the movement by combining magnetic levitation and mechanical actuation and sensing technologies .,"so , we , we , and we , and we .",2.08
154,35,"Indem wir das Objekt digital programmieren , befreien wir es von den Beschränkungen durch Raum und Zeit , dadurch kann menschliche Bewegungen jetzt aufgenommen , wiedergegeben und dauerhaft in der realen Welt gelassen werden .","And by digitally programming the object , we are liberating the object from constraints of time and space , which means that now , human motions can be recorded and played back and left permanently in the physical world .","so , we , we , we , we , and we , and we , and we , and we .",2.16
155,25,So können z.B. Choreografien über weite Entfernungen gelehrt werden oder Michael Jordans berühmter Wurf kann wieder und wieder in der wirklichen Welt nachgeahmt werden .,So choreography can be taught physically over distance and Michael Jordan 's famous shooting can be replicated over and over as a physical reality .,"and , , , can be and and and and .",2.64
156,43,"Schüler können dies nutzen , um komplexe Konzepte wie Planetenbewegung und Physik zu lernen . Und anders als bei Computerbildschirmen oder Textbüchern ist diese eine reale und greifbare Erfahrung , die man berühren und befühlen kann , und sie ist sehr mächtig .","Students can use this as a tool to learn about the complex concepts such as planetary motion , physics , and unlike computer screens or textbooks , this is a real , tangible experience that you can touch and feel , and it 's very powerful .","and so , you can and and , and you can , and and , and it 's , and and .",5.39
157,36,"Und noch spannender , als nur das , was wir momentan im Computer haben , zu materialisieren , ist es , sich vorzustellen , wie das Programmieren der Welt sogar unsere täglichen Aktivitäten verändern wird .",And what 's more exciting than just turning what 's currently in the computer physical is to start imagining how programming the world will alter even our daily physical activities .,"so , we 're going to , the is , the is , the is , the way we",1.52
158,39,"Wie Sie ehen können , werden digitale Informationen uns nicht nur etwas zeigen , sondern anfangen , direkt mit uns zu interagieren , als Teil unserer physikalischen Umgebung , ohne uns selbst von unserer realen Welt zu trennen .","As you can see , the digital information will not just show us something but it will start directly acting upon us as a part of our physical surroundings without disconnecting ourselves from our world .","we 're not to to to to see , but we can , to , , but to our own .",2.43
159,26,"Heute haben wir angefangen , indem wir über die Grenzen sprachen , aber wenn wir diese Grenze entfernen , ist die einzige Grenze unsere Vorstellungskraft .","Today , we started by talking about the boundary , but if we remove this boundary , the only boundary left is our imagination .","we we , we , we , we , we , we , we .",3.55
160,3,Vielen Dank .,Thank you .,thank you .,55.03
161,23,"Ich wurde zwei Jahre lang trainiert , um eine Turnerin zu werden , in Hunan , China , in den 1970er Jahren .","So I was trained to become a gymnast for two years in Hunan , China in the 1970s .","in , , in , , to , , to , in .",2.91
162,23,"Als ich in der ersten Klasse war , wollte mich die Regierung auf eine Schule für Athleten schicken , alle Unkosten bezahlt .","When I was in the first grade , the government wanted to transfer me to a school for athletes , all expenses paid .","so , i was in the school , i was in school .",6.1
163,9,"Aber meine Mutter sagte : "" Nein . ""","But my tiger mother said , "" No . ""","i said , """,13.27
164,11,"Meine Eltern wollten , dass ich Ingenieur wie sie werde .",My parents wanted me to become an engineer like them .,i was to to be told .,4.41
165,26,"Nachdem sie die Kulturrevolution überlebt hatten , glaubten sie fest daran , dass der einzige Weg zum Glück ein sicherer und gut bezahlter Job sei .","After surviving the Cultural Revolution , they firmly believed there 's only one sure way to happiness : a safe and well - paid job .",and was the the that was that the was the the,1.14
166,13,"Es ist nicht wichtig , ob ich den Job mag oder nicht .",It is not important if I like the job or not .,i do n't care about that .,3.21
167,12,"Aber mein Traum war es , eine chinesische Opernsängerin zu werden .",But my dream was to become a Chinese opera singer .,it was to be a .,8.39
168,12,"Das bin ich , wie ich auf meinem imaginären Klavier spiele .",That is me playing my imaginary piano .,i i the way i ' .,5.69
169,24,"Eine Opernsängerin muss sehr früh mit dem Akrobatik-Training beginnen . Also habe ich alles versucht , um in die Opernschule gehen zu können .","An opera singer must start training young to learn acrobatics , so I tried everything I could to go to opera school .","so i to to to do with the , to .",1.97
